id,category,rank,name,location,imageurl,description,latitude,longitude,rate,total_reviews,excellent,very_good,average,poor,terrible
beaches11,beaches,11,Cable Beach,"Broome, Australia",https://media-cdn.tripadvisor.com/media/photo-s/05/80/f0/21/cable-beach.jpg,"The sunsets are amazing, spacious grassed picnic areas, iconic camel rides and beach side restaurants.",-17.9566909,122.2240181,4.5,2726,1957,613,131,17,8
beaches12,beaches,12,Praia da Falesia,"Olhos de Agua, Portugal",https://media-cdn.tripadvisor.com/media/photo-s/04/7c/91/30/falesia-beach.jpg,Gorgeous red sand cliffs lead to the green-blue ocean and a white sand beach that seemingly stretches forever.,37.0920248,-8.1912286,4.5,5858,3979,1547,291,27,14
beaches13,beaches,13,Hapuna Beach State Recreation Area,"Puako, Hawaii",https://media-cdn.tripadvisor.com/media/photo-s/19/58/01/e7/20190912-154017-largejpg.jpg,There is a small set of rocks that provided some of the best snorkeling we saw on the island! The water was crystal clear and the brightly colored tropical fish plentiful.,19.970122,-155.839005,4.5,2734,2008,608,89,23,6
beaches14,beaches,14,Siesta Beach,"Siesta Key, Florida",https://media-cdn.tripadvisor.com/media/photo-s/10/1e/3c/c6/photo3jpg.jpg,"Absolutely beautiful beach with silky quartz sand! Great beach for people watching, sunsets, breakfast/morning walk on beach and finding sand dollars.",27.276201,-82.5642993,4.5,8541,6868,1134,318,109,114
beaches15,beaches,15,Maho Bay Beach,"Cruz Bay, St. John",https://media-cdn.tripadvisor.com/media/photo-s/03/e2/26/55/maho-bay-beach.jpg,A beautiful white sand beach known for snorkeling with sea turtles. We saw countless turtles and an octopus while snorkeling just off the beach.,18.321806,-64.784806,4.5,2798,2240,438,93,20,7
beaches16,beaches,16,Poipu Beach Park,"Poipu, Hawaii",https://media-cdn.tripadvisor.com/media/photo-s/15/17/48/a6/poipu-beach-park.jpg,"There was amazing snorkeling area, a small beach shielded from the waves for the little ones, and surfing all within a short distance of each other.",21.8766526,-159.4539141,4.5,4888,3036,1439,346,54,13
beaches17,beaches,17,Playa de Muro Beach,"Playa de Muro, Spain",https://media-cdn.tripadvisor.com/media/photo-w/1c/45/97/10/muro.jpg,"Playa de Muro has a wonderful, sandy beach with a warm, clear turquoise sea. Ideal for children because of its gentle, shallow waters.",39.80850355,3.118328024692635,4.5,4544,3026,1233,215,46,24
beaches18,beaches,18,Playa Manuel Antonio,"Manuel Antonio, Costa Rica",https://media-cdn.tripadvisor.com/media/photo-s/16/7a/c4/62/photo5jpg.jpg,"Beautiful beach with patches of sparkly black sand and very few waves, idyllic to float and bask.",9.4107288,-84.1557625,4.5,12080,7184,3060,1240,381,215
beaches19,beaches,19,Playa Norte,Isla Mujeres,https://media-cdn.tripadvisor.com/media/photo-s/05/aa/dd/77/playa-norte.jpg,The water is clear and every beautiful shade of blue you can imagine. It’s the very essence of true paradise.,21.2371906,-86.7350001,4.5,8193,6095,1491,435,110,62
beaches20,beaches,20,Nungwi Beach,"Nungwi, Tanzania",https://media-cdn.tripadvisor.com/media/photo-w/16/f9/da/bc/20190329-123852-largejpg.jpg,"Amazing combination of white, velvet-like sands and water changing colors throughout the day, from light blue to emerald green.",-5.7272268,39.2992016,4.5,2670,1717,663,186,66,39
beaches21,beaches,21,Magens Bay,"Magens Bay, St. Thomas",https://media-cdn.tripadvisor.com/media/photo-s/0b/09/33/ed/magens-bay.jpg,Beautiful Beach! Gorgeous colors! Great snorkeling right off the beach. Bring flippers if you want to get out a bit further to see some turtles.,35.746936,-98.749156,4.5,6032,3736,1481,560,146,112
beaches22,beaches,22,Nissi Beach,"Ayia Napa, Cyprus",https://media-cdn.tripadvisor.com/media/photo-s/0b/f3/e8/fe/caption.jpg,Longish sweeping beach with lovely clear warm water with various tavernas along the way. Loads of sunbeds with umbrellas.,34.9893216,33.9962036,4.5,7612,4262,1954,938,302,156
beaches23,beaches,23,Bavaro Beach,"Bavaro, Dominican Republic",https://media-cdn.tripadvisor.com/media/photo-s/17/35/0b/ff/from-the-water.jpg,The water is as crystal clear as you see in a magazine and the beach is well maintained with no rocks. A place of total relaxation.,18.6107716,-68.4110862,4.5,20725,13722,4756,1480,425,344
beaches24,beaches,24,Balos Lagoon,"Kissamos, Greece",https://media-cdn.tripadvisor.com/media/photo-s/14/cc/c6/51/balos-lagoon.jpg,Feels like another planet. A breathtaking place with a lagoon on one side and a beach on the other.,35.4933441,23.6594698,4.5,10646,7671,1901,668,254,152
beaches25,beaches,25,Yonaha Maehama Beach,"Miyakojima, Japan",https://media-cdn.tripadvisor.com/media/photo-w/10/e9/01/77/photo0jpg.jpg,"It’s a beach you can dream about. A lot of sand, clear and warm water and these views. It’s a perfect vacation spot.",24.8054647,125.2811296,4.5,1194,811,307,64,5,7
restaurants1,restaurants,1,The Old Stamp House Restaurant,"Ambleside, United Kingdom",https://media-cdn.tripadvisor.com/media/photo-s/05/68/f3/09/food-inspired-by-cumbria.jpg,All the staff want you to enjoy every moment of every course. Knowledge and love of food and where and how it is sourced. And you will enjoy every mouthful.,54.431954,-2.9630528,5.0,1505,"1,359",105,15,8,2
restaurants2,restaurants,2,Oro Restaurante,"Rio de Janeiro, Brazil",https://media-cdn.tripadvisor.com/media/photo-s/1d/55/0b/f6/caption.jpg,"Amazing tasting menu, with unique combinations of flavors and very creative presentation. They make drinks based on your preferences, which is fun. A place for a long, lingering, expensive meal.",-22.9110137,-43.2093727,4.5,827,155,22,13,0,2
restaurants3,restaurants,3,Madonnina del Pescatore,"Senigallia, Italy",https://media-cdn.tripadvisor.com/media/photo-s/08/c9/bb/71/madonnina-del-pescatore.jpg,"Beautiful location, amazing food and wine, pure theatre. The level of service, the quality of the food, the artistry and imagination make this an unforgettable experience. A joyous afternoon.",43.7149517,13.2179488,5.0,1331,41,2,0,0,0
restaurants4,restaurants,4,Martin Berasategui,"Lasarte-Oria, Spain",https://media-cdn.tripadvisor.com/media/photo-s/18/f0/37/95/photo3jpg.jpg,The best combinations of flavors we have ever experienced. The meal was culinary poetry.,43.2684642,-2.0193784,5.0,1873,602,48,13,4,5
restaurants5,restaurants,5,El Xato,"La Nucia, Spain",https://media-cdn.tripadvisor.com/media/photo-s/0f/0f/9e/a4/esferico-de-aceitunas.jpg,"Fantastic food, great wine, wonderful service. The food was beautiful and thoughtful in presentation. Every dish showcased the ingredients brilliantly and every mouthful was delicious.",38.6133727,-0.1257319,5.0,930,127,6,0,3,2
restaurants6,restaurants,6,Ristorante Villa Crespi,"Orta San Giulio, Italy",https://media-cdn.tripadvisor.com/media/photo-s/14/00/0b/73/antonino-cannavacciuolo.jpg,"Peerless from start to finish. What could have been an intimidating experience was rendered warm, engaging and friendly by the terrific team.",45.7980814,8.406951,5.0,4499,119,26,12,4,3
restaurants7,restaurants,7,Guillaume Scheer - Les Plaisirs Gourmands,"Schiltigheim, France",https://media-cdn.tripadvisor.com/media/photo-s/1b/38/46/c4/saumon-marine.jpg,"The name of the restaurant says it all: pure pleasure, from the fabulous, well presented and tasteful dishes to the wine selection and discreet though friendly service.",48.6047148,7.7484488,5.0,896,35,3,0,1,0
restaurants8,restaurants,8,Sachi Heliopolis,"Cairo, Egypt",https://media-cdn.tripadvisor.com/media/photo-s/21/b8/e0/49/you-had-us-at-sushi.jpg,"Lovely elegant restaurant in Heliopolis with calm, stylish dark interiors and fabulous service. Each dish was better than the last.",30.0443879,31.2357257,5.0,1363,"1,176",84,14,5,8
restaurants9,restaurants,9,Auberge Du Vieux Puits,"Fontjoncouse, France",https://media-cdn.tripadvisor.com/media/photo-w/17/64/93/66/mandarine-en-sorbet-peau.jpg,"Truly a dream. From local ingredients, the chef conjures up aromas, textures and flavors you've never experienced. The stuff of legend. WOW!",43.0485,2.78809,5.0,1176,84,6,2,0,0
restaurants10,restaurants,10,Paul Ainsworth at No,"Padstow, United Kingdom",https://media-cdn.tripadvisor.com/media/photo-s/1b/1a/33/da/cici-s-bar.jpg,Simply outstanding. The inventiveness of the food and the depth of flavours and textures were amazing. Everything was just delicious.,50.5403819,-4.9369874,5.0,3275,"2,768",299,139,40,18
restaurants11,restaurants,11,La Colombe,"Constantia, South Africa",https://media-cdn.tripadvisor.com/media/photo-s/1c/b7/ad/70/img-20210307-180759-185.jpg,Can I award six stars? I will have to find a thesaurus to adequately describe the food. The service was also beyond fault.,-34.0283333,18.4155556,4.5,3172,"2,205",256,99,27,38
restaurants12,restaurants,12,Restaurante Origem,"Salvador, Brazil",https://media-cdn.tripadvisor.com/media/photo-s/1c/3e/c5/6c/polvo-com-manioquinha.jpg,Outstanding tasty of the Brazilian cosine.,-12.9822499,-38.4812772,5.0,545,22,3,2,0,0
restaurants13,restaurants,13,The Grove,"Auckland Central, New Zealand",https://media-cdn.tripadvisor.com/media/photo-s/1b/07/cd/2d/cromwell-cherries-sweet.jpg,"A visual, gastronomic and service delight",-36.8430673,174.7691893,4.5,1854,"1,446",183,75,25,11
restaurants14,restaurants,14,Sails Restaurant,"Auckland Central, New Zealand",https://media-cdn.tripadvisor.com/media/photo-s/1c/b5/22/d3/kingfish-crudo-jalapeno.jpg,The cuisine at Sails is always delicious and beautifully presented. It's a great restaurant with a lovely outlook over Westhaven Marina and the harbour bridge.,-36.8430673,174.7691893,4.5,1408,"1,172",128,64,11,17
restaurants15,restaurants,15,PIC,"Valence, France",https://media-cdn.tripadvisor.com/media/photo-s/0f/07/de/5f/les-creations-d-anne.jpg,A must try ;),44.9332277,4.8920811,4.5,2293,135,19,9,3,3
restaurants16,restaurants,16,Ristorante Don Alfonso 1890,"Sant'Agata sui Due Golfi, Italy",https://media-cdn.tripadvisor.com/media/photo-s/1c/04/a9/2b/photo8jpg.jpg,"Exceptional experience, and one we'll always remember!",40.6070492,14.3732936,5.0,1566,452,32,17,12,4
restaurants17,restaurants,17,Akira Back,"Bangkok, Thailand",https://media-cdn.tripadvisor.com/media/photo-s/17/7f/a4/31/akira-back-yukhoe.jpg,"Dishes were delicious, inventive, and beautifully presented and the views on the 38th floor just above the restaurant were a nice end to our evening.",13.7524938,100.4935089,5.0,1072,800,64,18,9,3
restaurants18,restaurants,18,Maido,"Lima, Peru",https://media-cdn.tripadvisor.com/media/photo-s/08/d2/2a/76/frejoles-regionales.jpg,Noel Raimundo Decàn review of Maido,-12.0621065,-77.0365256,4.5,4006,"1,131",164,95,29,27
restaurants19,restaurants,19,Lahaina Grill,"Lahaina, Hawaii",https://media-cdn.tripadvisor.com/media/photo-s/12/10/11/36/dining-room-at-lahaina.jpg,This place is like home. It makes you feel like the most important guest. Food is exceptional and the service is fantastic.,20.8738769,-156.677678,4.5,4903,"3,891",550,212,82,37
restaurants20,restaurants,20,5 Gourmet Restaurant & Bar,"Stuttgart, Germany",https://media-cdn.tripadvisor.com/media/photo-s/1d/0b/65/64/passion-von-alexander.jpg,Fantastic gourmet dinner in the heart of Stuttgart!!!,48.7784485,9.1800132,5.0,1116,142,15,3,1,0
restaurants21,restaurants,21,Chila,"Buenos Aires, Argentina",https://media-cdn.tripadvisor.com/media/photo-s/1c/8a/c1/78/opened-kitchen.jpg,Buenos Aires' Degustation Adventure,-34.6075682,-58.4370894,4.5,1503,340,59,25,9,2
restaurants22,restaurants,22,Summer Pavilion,"Singapore, Singapore",https://media-cdn.tripadvisor.com/media/photo-s/14/74/f8/6d/chilled-purple-sweet.jpg,"Impressive service, wonderful CNY dinner!",1.2899175,103.8519072,4.5,1079,823,105,26,14,7
restaurants23,restaurants,23,Tin Lung Heen,"Hong Kong, China",https://media-cdn.tripadvisor.com/media/photo-s/09/50/38/cd/tin-lung-heen.jpg,Attentive service makes the excellent food taste even better.,22.2793278,114.1628131,4.5,1675,914,148,40,15,14
restaurants24,restaurants,24,"Mandarin Grill + Bar at Mandarin Oriental, Hong Kong","Hong Kong, China",https://media-cdn.tripadvisor.com/media/photo-s/1c/a8/93/4e/classics-smoked-salmon.jpg,Brilliant food and service on birthday,22.2793278,114.1628131,4.5,1172,783,114,27,16,5
restaurants25,restaurants,25,Restaurante 1621,"Cartagena, Colombia",https://media-cdn.tripadvisor.com/media/photo-s/22/09/a5/6c/un-comedor-de-400-anos.jpg,"Dining at this beautiful location, with such a rich history was an incredible experience. The food on the tasting menu was phenomenal...",10.4195841,-75.5271224,4.5,2096,654,99,50,22,9
hotels1,hotels,1,Tulemar Bungalows & Villas,"Manuel Antonio, Costa Rica",https://media-cdn.tripadvisor.com/media/photo-s/16/28/90/5a/tulemar-bungalows-villas.jpg,"The perfect vacation. The best part was simply chilling on our veranda, looking out at the ocean, watching parrots fly past.",9.4107288,-84.1557625,5.0,"4,970","4,777",144,29,14,6
hotels2,hotels,2,Hotel Colline de France,"Gramado, Brazil",https://media-cdn.tripadvisor.com/media/photo-w/1c/ef/97/6c/caption.jpg,"Whether on a honeymoon or family vacation, you will fall in love with the hotel. It’s very nice, but what makes it truly special is not the expensive decor, it’s the staff!",-29.3787488,-50.8724941,5.0,"3,039","3,033",6,0,0,0
hotels3,hotels,3,Ikos Aria,"Kefalos, Greece",https://media-cdn.tripadvisor.com/media/photo-s/1a/d2/e2/e3/ikos-aria.jpg,"An absolutely beautiful hotel in the most stunning of locations. With immaculately kept grounds, a wide sandy beach, crystal clear seas and views of the beautiful island.",36.7450224,26.9595207,5.0,"1,928","1,902",21,5,0,0
hotels4,hotels,4,Romance Istanbul Hotel,"Istanbul, Turkiye",https://media-cdn.tripadvisor.com/media/photo-s/16/8d/a7/19/romance-istanbul-hotel.jpg,"The geographical location is one thing, however this boutique hotel really excels at hospitality. Everyone was very friendly, the rooms were very clean and all of your wishes are fulfilled instantly.",41.0091982,28.9662187,5.0,"3,290","3,237",46,5,1,1
hotels5,hotels,5,THE OMNIA,"Zermatt, Switzerland",https://media-cdn.tripadvisor.com/media/photo-s/1c/78/91/a8/the-omnia.jpg,"Everything was perfect: the Bond-like cave entrance, the view from the terrace, the indoor/outdoor spa, the sensational service, the whisky selection, the unbelievable schnitzel…",46.0212076,7.749254,5.0,"1,372","1,320",38,9,5,0
hotels6,hotels,6,Kayakapi Premium Caves - Cappadocia,"Urgup, Turkiye",https://media-cdn.tripadvisor.com/media/photo-s/1a/7d/f8/33/images-largejpg.jpg,"It felt so special to not only stay in an original cave home, but also to experience the luxurious touches the hotel had added.",38.6300508,34.9116025,5.0,"2,182","2,047",116,15,4,2
hotels7,hotels,7,Six Senses Laamu,"Olhuveli Island, Maldives",https://media-cdn.tripadvisor.com/media/photo-s/24/41/dc/3a/hotel-exterior.jpg,We were encouraged to go barefoot and it helped us feel connected to the earth. Loved stepping off our deck directly into the ocean to snorkel where the waters are teeming with beautiful marine life.,29.689689,-85.290566,5.0,"3,630","3,431",150,41,7,2
hotels8,hotels,8,Hamanasi Adventure and Dive Resort,"Hopkins, Belize",https://media-cdn.tripadvisor.com/media/photo-s/09/80/9d/d7/hamanasi-adventure-and.jpg,The service is really amazing. We thought they had all been sent to charm school. We've recommended this place to our friends and even our enemies.,16.8636325,-88.2849352,5.0,"2,893","2,805",75,5,4,4
hotels9,hotels,9,Padma Resort Ubud,"Payangan, Indonesia",https://media-cdn.tripadvisor.com/media/photo-s/0e/a6/c9/70/premier-twin-romm.jpg,"Wow just wow! The setting and location are just breathtaking! As soon as you set foot in the lounge, you are taken by the views of the beautiful jungle.",-8.4252668,115.2455213,5.0,"4,617","4,382",180,34,9,12
hotels10,hotels,10,BLESS Hotel Madrid,"Madrid, Spain",https://media-cdn.tripadvisor.com/media/photo-s/18/02/3f/30/bar.jpg,"Not only is the place classy, elegant, and dynamic, the staff is also top class. They made sure that our time at Bless was unique, memorable and unmatchable.",40.4167047,-3.7035825,5.0,638,574,29,17,7,11
hotels11,hotels,11,Ikos Dassia,"Dassia, Greece",https://media-cdn.tripadvisor.com/media/photo-s/1a/e3/a4/c2/ikos-dassia.jpg,"The staff can’t seem to do enough for you, the restaurants, including the buffet, are very good, the place is spotless and the facilities are second to none.",39.6800271,19.837897,5.0,"3,094","2,996",85,14,0,0
hotels12,hotels,12,Pimalai Resort and Spa,"Ko Lanta, Krabi Province",https://media-cdn.tripadvisor.com/media/photo-s/21/ac/43/cf/beach.jpg,Brilliant experience,7.5310204,99.0943842,5.0,"3,265","2,842",307,64,41,12
hotels13,hotels,13,Lotte Hotel Hanoi,"Hanoi, Vietnam",https://media-cdn.tripadvisor.com/media/photo-s/1b/cb/0e/eb/relaxation-room-evian.jpg,Sensational service - world class,21.0294498,105.8544441,5.0,"2,273","2,065",169,20,11,7
hotels14,hotels,14,COMO Cocoa Island,"Cocoa Island, Maldives",https://media-cdn.tripadvisor.com/media/photo-s/24/9c/cb/5e/como-cci-aerial-como.jpg,Perfect - a home away from home!,3.917766,73.46955329735235,5.0,"1,678","1,559",88,26,4,1
hotels15,hotels,15,La Maison Favart,"Paris, France",https://media-cdn.tripadvisor.com/media/photo-s/23/e4/84/cb/exterior-view.jpg,"Absolutely great in every way! Very friendly and attentive staff, beautifully decorated rooms, a nice spa and very centrally located.",48.8534951,2.3483915,5.0,"2,119","1,765",291,48,9,6
hotels16,hotels,16,"Sukhumvit Park, Bangkok - Marriott Executive Apartments","Bangkok, Thailand",https://media-cdn.tripadvisor.com/media/photo-s/27/8e/53/1b/leisure-moment-at-outdoor.jpg,Super hospitality,13.7524938,100.4935089,5.0,"1,951","1,616",275,43,11,6
hotels17,hotels,17,Quinta Jardins do Lago,"Funchal, Portugal",https://media-cdn.tripadvisor.com/media/photo-s/17/91/c0/6b/20190514-145624-largejpg.jpg,"As near perfection as one could reasonably expect: quality and attention to detail; friendly, quietly efficient, but not intrusive, service; beautiful gardens and a delightful pool.",32.6496497,-16.9086783,5.0,"2,394","2,223",151,17,1,2
hotels18,hotels,18,La Maison Arabe,"Marrakech, Morocco",https://media-cdn.tripadvisor.com/media/photo-s/18/e4/5a/db/la-maison-arabe.jpg,Stay here and have an amazing trip!,31.6258257,-7.9891608,5.0,"3,292","2,865",127,15,7,7
hotels19,hotels,19,The Royal Purnama,"Sukawati, Indonesia",https://media-cdn.tripadvisor.com/media/photo-w/1c/b5/3f/0a/the-royal-purnama.jpg,"A perfect relaxing and inspiring hotel, a must!",-8.5961547,115.2820391,5.0,701,623,57,15,3,3
hotels20,hotels,20,Jaya House River Park,"Siem Reap, Cambodia",https://media-cdn.tripadvisor.com/media/photo-s/0e/17/f6/4b/jaya-house-river-park.jpg,Laidback luxury…genuinely friendly not fake fussy.,13.3617562,103.8590321,5.0,"3,066","3,043",22,2,0,0
hotels21,hotels,21,The Hazelton Hotel,"Toronto, Ontario",https://media-cdn.tripadvisor.com/media/photo-s/26/5a/f4/88/tht.jpg,"Welcoming Staff, Great Location",43.6534817,-79.3839347,5.0,"1,446","1,338",63,24,11,10
hotels22,hotels,22,Round Hill Hotel and Villas,"Hopewell, Jamaica",https://media-cdn.tripadvisor.com/media/photo-s/27/be/93/a2/round-hill-hotel-and.jpg,Spectacular!,18.4568429,-78.0119125,5.0,"1,737","1,493",144,56,26,18
hotels23,hotels,23,Saraye Ameriha Boutique Hotel,"Kashan, Iran",https://media-cdn.tripadvisor.com/media/photo-s/07/05/8d/3b/main-yard-atnight.jpg,"Lovely ,nice ,traditional hotel in Kashan",33.9876533,51.4428856,5.0,896,821,54,10,8,3
hotels24,hotels,24,Bucuti & Tara Beach Resort Aruba,"Palm - Eagle Beach, Aruba",https://media-cdn.tripadvisor.com/media/photo-s/12/36/69/27/bucuti-tara-beach-resort.jpg,"The resort is beautiful, the service outstanding, and the wide, white sand beach is stunning. The staff made us feel special and pampered all week.",12.57401,-70.040455,5.0,"8,508","7,673",604,146,52,33
hotels25,hotels,25,The Oberoi Beach Resort Sahl Hasheesh,"Hurghada, Egypt",https://media-cdn.tripadvisor.com/media/photo-s/1b/35/34/b2/recreational-facilities.jpg,Amazing place,27.222556,33.8307062,5.0,"2,209","1,992",139,40,21,17
things1,things,1,Flagship Amsterdam Open Boat Canal Cruise - Local live guide with bar on board,"Amsterdam, The Netherlands",https://media-cdn.tripadvisor.com/media/photo-s/22/60/80/91/caption.jpg,"Fun and informative and money well spent. Skipper and host were comical and enjoyable, telling us random but no less incredible facts about Amsterdam as we sailed through it.",52.3727598,4.8936041,5.0,15026,14334,535,95,40,22
things2,things,2,"Dubai: Red Dunes ATV, Sandsurf, Camels, Stargazing & 5* BBQ at Al Khayma Camp™️","Dubai, United Arab Emirates",https://media-cdn.tripadvisor.com/media/photo-s/1b/bb/da/be/caption.jpg,"The best experience in Dubai. Everything was perfect. The show, the quad, the 4x4 tour in the desert, sandboarding, the reception at the camp, the meal, our very friendly guide.",25.2653471,55.2924914,5.0,6665,6513,127,14,8,3
things3,things,3,Tour of North Shore & Sightseeing,"Honolulu, Hawaii",https://media-cdn.tripadvisor.com/media/photo-s/21/60/ce/b5/caption.jpg,Our tour guide was awesome! He taught us so much about Hawaiian culture and history. The Waimea gardens and waterfall were gorgeous and definitely something you don't want to miss! Loved every minute!,21.2891309,-157.7173915,5.0,3180,3086,61,19,7,7
things4,things,4,Aruba Natural Pool and Indian Cave Jeep Safari,"Aruba, Caribbean",https://media-cdn.tripadvisor.com/media/photo-s/1c/b3/f4/17/caption.jpg,"Amazing excursion - great introduction to the wonders of Aruba’s undeveloped side. Wonderful guide - knowledgeable, informative, personable, witty, helpful, and thoughtful. Excellent lunch included.",12.4333297,-69.90788823047265,5.0,3403,3271,89,24,12,7
things5,things,5,Clear Kayak Tour of Shell Key Preserve and Tampa Bay Area,"Tierra Verde, Florida",https://media-cdn.tripadvisor.com/media/photo-s/1b/90/99/61/caption.jpg,What a wonderful and relaxing way to spend the day - kayaking in beautiful blue water and meandering in and out of mangroves. Our fabulous guide was full of information.,27.673139,-82.72868763606749,5.0,2629,2585,29,7,1,7
things6,things,6,Classic Inca Trail Trek 4D/3N to Machu Picchu (Group Service),"Cusco, Peru",https://media-cdn.tripadvisor.com/media/photo-s/23/9e/01/58/3n-to-machu-picchu-group.jpg,"Accomplishing this hike was made so much easier by Alpaca Expeditions, our guide, and the porters and chefs that came along. They are 100% local and indigenous-owned and are forerunners in sustainable tourism.",-13.5170887,-71.9785356,5.0,2102,2087,13,0,0,2
things7,things,7,Reykjavik Food Walk - Local Foodie Adventure in Iceland,"Reykjavik, Iceland",https://media-cdn.tripadvisor.com/media/photo-s/22/26/10/de/reykjavik-food-walk.jpg,"A perfect afternoon of eating, walking, and laughing. We were particularly impressed with the variety of restaurants: fancy, traditional and even street. Also timed well in that we never waited and never rushed.",64.145981,-21.9422367,5.0,6367,6232,109,17,5,4
things8,things,8,High-Speed Thames River RIB Cruise in London,"London, United Kingdom",https://media-cdn.tripadvisor.com/media/photo-s/23/71/0c/c0/caption.jpg,Exhilarating experience for the whole family!,51.5073219,-0.1276474,5.0,2248,2202,32,4,0,10
things9,things,9,Rafting - Brotas - Rio Jacare Pepira,"Brotas, Brazil",https://media-cdn.tripadvisor.com/media/photo-s/1a/e2/2e/85/caption.jpg,Great memorable family experience!,-22.2840884,-48.1267265,5.0,2331,2271,52,4,3,1
things10,things,10,City & Beatles Tour - BLUE ROUTE,"Liverpool, United Kingdom",https://media-cdn.tripadvisor.com/media/photo-s/23/84/07/3a/chance-to-get-off-the.jpg,Amazing bus tour with Chloe and Collin!,53.4071991,-2.99168,5.0,3078,2884,130,20,20,24
things11,things,11,The Best tour in Florence: Renaissance & Medici Tales - guided by a STORYTELLER,"Florence, Italy",https://media-cdn.tripadvisor.com/media/photo-s/22/db/2a/43/caption.jpg,A great way to learn more about how the Medici family shaped Florence. My tour guide did an excellent job turning complicated history into easy-to-follow stories.,43.7698712,11.2555757,5.0,2600,2535,52,7,3,3
things12,things,12,Hot Air Balloons Ride in Luxor Egypt By HOD-HOD SOLIMAN,"Luxor, Egypt",https://media-cdn.tripadvisor.com/media/photo-s/1a/66/21/ef/caption.jpg,"Loved it from beginning to end - so still up in the air, incredible views of the Valley of the Kings and several temples, and a stunning sunrise. Unbeatable!",25.702096,32.647186,5.0,1870,1822,38,3,4,3
things13,things,13,Cappadocia Balloon Ride and Champagne Breakfast,"Goreme, Turkiye",https://media-cdn.tripadvisor.com/media/photo-s/23/aa/2c/9d/cappadocia-balloon-ride.jpg,"A dream come true. The scenery was beautiful, and the flight was breathtaking. The entire crew of staff were professional and caring.",38.642089,34.8296234,5.0,2997,2927,54,7,4,5
